# r_minus_2Rs_Angstrom   rho_over_rhob
# T = 300 K
# P = 0
# Rs = 5 Angstrom
# D0 = 1.0
# rho_b = 3.33300000e+28
-2.712500000000002132e-01 1.313565819523321158e-04
-1.212499999999998579e-01 1.664427600054997125e+00
2.874999999999960920e-02 4.993694678320526492e+00
1.787499999999999645e-01 3.321778967505919056e+00
3.287500000000003197e-01 2.122872564249265182e+00
4.787499999999997868e-01 1.519019928132312458e+00
6.287500000000001421e-01 1.180565159232763950e+00
7.787499999999996092e-01 9.683876530330318699e-01
9.287499999999999645e-01 8.198334963054232372e-01
1.078750000000000320e+00 7.129597424324600752e-01
1.228749999999999787e+00 6.265971520103810199e-01
1.378750000000000142e+00 5.638492795246422551e-01
1.528749999999999609e+00 5.173752280002121839e-01
1.678749999999999964e+00 4.882619273117911329e-01
1.828750000000000320e+00 4.764946013132616009e-01
1.978750000000000675e+00 4.846222688538558421e-01
2.128749999999999254e+00 5.263603460864135775e-01
2.278749999999999609e+00 6.315078011826471549e-01
2.428749999999999964e+00 8.525829158130117102e-01
2.578750000000000320e+00 1.187553812781774853e+00
2.728750000000000675e+00 1.471867802210173437e+00
2.878749999999999254e+00 1.542852670004072335e+00
3.028749999999999609e+00 1.439374697064504938e+00
3.178749999999999964e+00 1.287020090908176373e+00
3.328750000000000320e+00 1.157987443479499445e+00
3.478750000000000675e+00 1.072835552564370021e+00
3.628749999999999254e+00 1.025607408542107857e+00
3.778749999999999609e+00 1.008301872847733982e+00
3.928749999999999964e+00 1.006031646375641797e+00
4.078750000000000320e+00 1.008551558298008688e+00
4.228750000000000675e+00 1.005891660386507569e+00
4.378749999999999254e+00 9.948785006843916534e-01
4.528749999999999609e+00 9.748731509414468865e-01
4.678749999999999964e+00 9.517321390913947576e-01
4.828750000000000320e+00 9.293814989131372606e-01
4.978750000000000675e+00 9.111224300704711121e-01
5.128749999999999254e+00 9.021830633988555670e-01
5.278749999999999609e+00 9.028544167729026793e-01
5.428749999999999964e+00 9.164837656515051334e-01
5.578750000000000320e+00 9.362062908447047471e-01
5.728750000000000675e+00 9.618117612316683385e-01
5.878749999999999254e+00 9.865439784503592380e-01
6.028749999999999609e+00 1.009055960205325952e+00
6.178749999999999964e+00 1.028394011702728150e+00
6.328750000000000320e+00 1.043801561957302670e+00
6.478750000000000675e+00 1.053661321168236853e+00
6.628749999999999254e+00 1.057202874919552116e+00
6.778749999999999609e+00 1.054608217630612632e+00
6.928749999999999964e+00 1.048695299344405418e+00
7.078750000000000320e+00 1.038036907334381365e+00
7.228750000000000675e+00 1.026989825813952484e+00
7.378749999999999254e+00 1.013056726809283159e+00
7.528749999999999609e+00 1.002255550844391996e+00
7.678749999999999964e+00 9.904584729168399715e-01
7.828750000000000320e+00 9.829882040777538910e-01
7.978750000000000675e+00 9.769969374983219490e-01
8.128750000000000142e+00 9.739329696639140721e-01
8.278749999999998721e+00 9.761488051602817961e-01
8.428750000000000853e+00 9.775037283036495106e-01
8.578749999999999432e+00 9.813515303589034344e-01
8.728750000000001563e+00 9.858554744476740739e-01
8.878750000000000142e+00 9.911564022011265518e-01
9.028749999999998721e+00 9.949593947962349638e-01
9.178750000000000853e+00 9.992070949074902675e-01
9.328749999999999432e+00 1.001903755297052445e+00
9.478750000000001563e+00 1.004936586115165342e+00
9.628750000000000142e+00 1.007700364033648821e+00
9.778749999999998721e+00 1.008574454546481647e+00
9.928750000000000853e+00 1.009676405606949823e+00
1.007874999999999943e+01 1.009514949284901597e+00
1.022875000000000156e+01 1.010170349533491940e+00
1.037875000000000014e+01 1.008742234891958578e+00
1.052875000000000227e+01 1.006861200298715397e+00
1.067875000000000085e+01 1.005535730043465081e+00
1.082874999999999943e+01 1.003304184568347246e+00
1.097875000000000156e+01 1.001309826358074195e+00
1.112875000000000014e+01 9.985762551230584760e-01
1.127875000000000227e+01 9.972428160741125813e-01
1.142875000000000085e+01 9.958662853539617110e-01
1.157874999999999943e+01 9.953259894754219461e-01
1.172875000000000156e+01 9.944957966912728597e-01
